id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
cc780919c2205fa0,"Please REFRAIN from making edits until I am finished!!!!!
I was quite disturbed to see that you carelessly erased large sections of my work without any discussion with me beforehand. Among other things, I had been adding large numbers of new references to the Freddie Mercury page. As your carelessness here has cost me about 20 mintues of my time, there is no doubt that you are acting as the vicious “vandal” here. I recommend that you discuss major edits with others before making them. Moreover, I hope that you will refrain from making further edits until I am finished tonight.",0,0,0,0,0,0
18f506c90e0c4d6c,"(You're welcome).  That is a stretch.  If the only reason the picture is featured is that it exists, it should be removed.  How is the reader to know that we are showing this image because we think its existence somehow proves something about societal attitudes - and we don't even indicate what it proves.  Also, we have no idea if that picture was hidden away for hundreds of years.  The fact that it exists doesn't really prove anything.  Images in the societal attitudes article should be about societal attutudes.",0,0,0,0,0,0
892648ddbc1ece4f,"""

The real problem is the set up for GOT wiki characters.  Almost unprecedented, TV viewers don't want to be subject to the 'spoilers' from the books.  If there's a possibility they will, they won't click on the wiki link.   So just a plain Jon Snow description doesn't say if it's from the book or TV or both.    Really, you should have two separate descriptions (""""Jon SnowTV series"""" and """"Jon Snowcharacter in a Song of Ice and Fire series""""), such as exist in long running TV or movies series sometimes when they are not exactly the same as the book series.  (Jack Ryan is a good example)""",0,0,0,0,0,0
1a7c3bec9a71415d,"""I have changed """"Lance Thomas"""" to """"Lance Thomas"""" to link to 
American Pro Basketball player mentioned in the Biography.

""",0,0,0,0,0,0
85901a437bb5259a,"As Sophia has patiently pointed out, this article is very sub-standard, and yet almost impossible to improve because of knee-jerk revisions (witness my recent attempts) and the inability of Xian apologists to differentiate evidence from opinion.",0,0,0,0,0,0
188e6fe32266709f,"""
a play on """"Full of shit"""". Unblock it if you like.  """,1,0,1,0,0,0
dc3817a1dc6c118a,"Thanks for suggesting it; I'll add that to my watchlist.  It would help if people actually read the FAC requirements before listing  I've seen articles go by with dubious fair use claims, with clearly incorrect license tags, with no copyright information at all, and even a few outright copyvios.",0,0,0,0,0,0
1708ad3fec4ea5e4,"""

Non-league task force

Hey mate, long time no speak. Just to let you know that I've revamped the English non-league task force page to try and make it a better working project. I've added an assessments department which can keep track of the quality of non-league articles. I've also started a list of Featured and Good Articles within the scope of the task force. Thought you may like to take a look. Cheers.  (talk) """,0,0,0,0,0,0
2c0c084fe0de50b8,"Dark Humour 

You are supremely hilarious. You can't be serious if you want me to translate what that means.",0,0,0,0,0,0
672bab81824c8b2a,"""

 """"During her stay she communicated with Danny ... During her stay she communicated with Danny"""" 

Looks like we have a repeating paragraph about """"Danny"""" in all the confuson. 
Furthermore, it is interesting to see how this NPOV paragraph is subtly morphing into a more POV version in just a few hours:
""""Through February and March, according to ISM activists and e-mails Corrie sent to her family, she participated in a variety of actions, including protesting Israeli army demolitions of Palestinian homes by acting as a human shield; placing herself between Palestinian civilians and Israeli troops; protecting Palestinian wells from the Israeli army; criticizing the Bush administration for alleged complicity in the conflict; and demonstrating against the 2003 invasion of Iraq, where she burned a paper-drawn U.S. flag.""""

""""Through February and March, according to ISM activists and e-mails Corrie sent to her family, she participated in a variety of actions, including protesting Israeli army demolitions of Palestinian homes in the militant stronghold of Rafah, by acting as a human shield; placing herself between Palestinians (missing civilians) and Israeli troops; protecting wells from the Israeli army; (missing criticizing the Bush administration for alleged complicity in the conflict; and demonstrating against the 2003 invasion of Iraq, where she burned a paper flag) and burning a paper U.S. flag during a demonstration. """"  01:24, 28 Dec 2004 (UTC)""",0,0,0,0,0,0
3d5f862d1a83acf2,"CRU tag team reverts 

Arthur, you once again performed a tag team revert on Climatic Research Unit email controversy without acknowledging or responding to discussion on the talk page.  Your edit summary, consisting of concur with Tillman. The quote is excessive; if you feel it's relevant, please summarize does not even touch upon the points raised in that discussion.  Please consider this the last warning and do not do this again.  Use the talk page to discuss your edits, not the edit summary.  So far, you have not responded to that discussion at all.",0,0,0,0,0,0
1e0d740e475e97cf,Feel like discussing my sandbox?,0,0,0,0,0,0
346996a66b29f761,"""

 Possibly unfree File:Ajvdelft.jpg 
An image that you uploaded or altered, File:Ajvdelft.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is unclear or disputed. If the image's copyright status cannot be verified, it may be deleted. You may find more information on the image description page. You are welcome to add comments to its entry at the discussion if you are interested in it not being deleted. Thank you. ~ '   ~ ' """,0,0,0,0,0,0
1557dc126cb10be6,"No, I decided I was tilting at windmills as the hardline free-speechers would rather see harassment preserved forever than the feelings of individuals respected. I'm happy for it to be undeleted if you think it has value still.  Guy ()",0,0,0,0,0,0
10caf441ff41c4be,"""

In English, all three can be used in a metaphorical sense to mean about the same thing. """"Expands his breast/chest/heart"""" doesn't mean much of anything. Does the original mean that God does something which makes the person more receptive to belief in Islam? That would be """"opens his heart"""", not """"expands his breast"""".— """,0,0,0,0,0,0
b443403f93f58fbd,"""

Jayjg, is there any edit to this article you would accept? What are your objections to clarifying ethnic vs. religious definitions of """"Jews""""? The article is currently confusing as to which is which, and it would help to clarify that JfJ means ethnic Jews. I think in the case Mackan points out, """"many"""" is appropriately used-many Jewish groups do see JfJ that way, but certainly not all (I would imagine there are plenty of Jewish groups without any official position on JfJ.) Also, most religions are rather fluid and change over time, and there is often debate over interpretation. It is, therefore, not quite so easy to state religious principles as fact (Jews don't believe in Jesus as Messiah? What about Messianic Judaism?) Of course, religious faith also tends to be given over to a lot of dogmatism (""""my way is the correct one"""" type of thinking), so sometimes it's difficult to see debates to that as valid. WP:WEASEL does not object to ever using """"many"""" or """"most"""" or the like as qualifiers, it advocates against it only in the absence of sourcing. What we have here is a lot of sourcing, which does not, however, show that all Jews object to JfJ (as I explained above, that would be effectively impossible). It does, of course, show that """"many"""" do (I wouldn't even object to """"almost all"""" or """"most""""), but in order to preserve the plausibility requirement of WP:NPOV (JfJ's assertion that it is Jewish must be treated as plausible), it is impossible that all Jewish organizations disagree-as JfJ doesn't!  """,0,0,0,0,0,0
e29c515c29a5d8e8,"""

 IAR malarky 

""""Per DuncanHill especially..."""" Thanks )   """,0,0,0,0,0,0
7583cf03bb118d96,"(UTC)

An even better idea - feed murderers to komodo dragons. It will make prisons safer and more spacious, marginally reduce the worlds human population and keep one of the best reptiles in the world alive. Win-win. 24.77.19.12  23:49, 10 February 2008",0,0,0,0,0,0
a3786f0824aec03c,"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!  -  talk/contribs/email 
Warning",0,0,0,0,0,0
5433710ef07063c3,"Lil Meld had also stated multiple times, that they hated their high school so much and planned to make a song about it soon.",0,0,0,0,0,0
55187866721a5da6,Eatsushi is not a pornographic site is is an ecchi related site and I believe it should be on the main page as an example,0,0,0,0,0,0
4cd416bf12c75a0e,"""

The original velocity posted 14 Nov 2001 didn't have either feet per second or meters per second, just """" Velocity: 27,875 kph (17,321 mph)"""", numbers which remained until Dink87522's edit.  So the 7,643 should have been 7,743, and it was here that way by the time this was split from Space Shuttle Program.  That 27,875 km/h = 7743+ m/s = 25,404 ft/s, but probably not to that precision.   """,0,0,0,0,0,0
cab73aa01e6969a6,"Vandalism 

Stop vandalizing pages, or you will be banned.",0,0,0,0,0,0
ab271c14b19c0d77,"Ignored many, many opportunies. This block is the result of intentional provocation.",0,0,0,0,0,0
203b328fbf0fe4bd,"BTW, you should probably respond on my talk page — I edit Wikipedia too rarely to notice a response hereat.",0,0,0,0,0,0
e76519c4c3716d29,"Removal of Britain from Great power list 

I propose a discussion for a constructive argument for the removal of Britain from the great power list. I invite all to take part in it. We can do it over this week and the next. But let's all make it constructive with valid arguments and sources. Thank you.",0,0,0,0,0,0
7ec3acadc96adc91,"""
Support - Article is well written but too long.  The two are definitely linked, but there's a difference between the tsunami and earthquake and the human impact/actions/recovery afterwards.TC """,0,0,0,0,0,0
28083527cf97b4e9,unless you provide a good reason for,0,0,0,0,0,0
4c6efdaeb1bf53e0,and I'd happily support you,0,0,0,0,0,0
c4582fd169e32a3a,"In that case, can you please close Wikipedia:Requests for adminship/Aitias 2? It's two hours overdue, at 71%, and I've been looking for a bureaucrat who is online to close it. I remember you said a few months ago that if anyone needed anything bureaucratic being done, we could ask you. Thank you.",0,0,0,0,0,0
755ffac4c8137dd9,added User:Ceyockey (talk to me),0,0,0,0,0,0
564b95c5b9956aa9,"Huh, I plotted the CIE data and it's indeed rather different. Reading the reference I got my graph from, it seems its data comes directly from spectrophotometry of the cone cells themselves, but says that there's a whole bunch of processing that goes on after that, in the retinal membrane and the brain. This colour vision stuff is more complex that it looks.",0,0,0,0,0,0
d52b6e8906c3fb75,"}}
{{WikiProject Ancient Near East|class=|importance=",0,0,0,0,0,0
64479b84de1d00c1,", 9 October 2007 (UTC)

P.s, the delta function I use in the example above as  is the Kronecker delta, not the Dirac delta. The Kronecker delta is in , whereas the Dirac delta is not in L2[0,1].

Incidentally, in response to the request for examples, L2(X) is not a RKHS for X any open subset of . On the other hand, Hardy spaces usually are RKHSs, using various variants of the Szego kernel.

For example , the Hilbert space of L2 functions on the circle is not a RKHS. On the other hand, , the space of L2 functions on the circle which are tangential limits of holomorphic functions on the disc, is.  14:18",0,0,0,0,0,0
e0d256187cfd1d88,"The Exotic Dancer Award for example is a reliable award, also the Latina Pornstar of the Decade Award, which is posted on AVN.com.",0,0,0,0,0,0
bfcec83b7e785d20,"""Welcome

Hello and welcome to Wikipedia!  We appreciate encyclopedic contributions, but some of your recent edits do not conform to our policies.  For more information on this, see Wikipedia's policies on vandalism and limits on acceptable additions. If you'd like to experiment with the wiki's syntax, please do so in the """"sandbox"""" rather than in articles.

If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia.
The five pillars of Wikipedia
Help pages
Tutorial
I hope you enjoy editing and being a Wikipedian!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of my talk page if you want to get in touch with me. Again, welcome!  bons mots 
bons mots """,0,0,0,0,0,0
378b2fb2a572952b,"Early life of Joseph Smith 
The article Early life of Joseph Smith, Jr./Stable is currently being proposed to be made a Stable version, this nomination is a test of the process detailed on that page. As you have edited that page recently, please review the stable version of the article and join the discussion at Talk:Early_life_of_Joseph_Smith%2C_Jr./Stable.",0,0,0,0,0,0
0d1aaf2d156c0500,"Communication Preferences 

Use email for casual contact and faster response to questions, queries, and interactive discussions.",0,0,0,0,0,0
134e00d443354b25,"""

Support.  Wikipedia typically does not strip diacritics from placenames (e.g., Baħar Iċ-Ċagħaq, Însurăței) unless the name in question is an exonym (e.g., Munich for München).  —  AjaxSmack  """,0,0,0,0,0,0
b6c5f7255258fd84,"so 

do they shove a broom up your ass when you sign up for this?

go on nobhead, block me. im sure it'll make you feel like a proper big man.

OOH NO. HE SUBTLY CHANGED SOME OBSCURE PAGES THAT NOBODY READS.

WAAAAAAAAAANKER!

gestapo cunt.",1,0,0,0,0,0
b3cc1b1cf3bd830f,"To add, a centrally-maintained list reduces the maintenance burden quite considerably and effectively insures that changes will be propagated to all categories. Considering that R templates are somewhat unstable, I think the use of the navbox is judicious.",0,0,0,0,0,0
c9072b6729fbe17c,"Hi, old man. Just wanted to ask: you have written on the Shadowrun article, that Renraku is Japan and Croatia based. Where does this info come from? Best regards  23:33, Mar 26, 2004 (UTC)",0,0,0,0,0,0
5c03446d293eceb3,". The northern part houses the largest cities, so it should be defined as Midwestern",0,0,0,0,0,0
4caa92bfe1da47f5,"Hatch,

Go ahead and block me, my job is to promote clients, I guess you wont let me promote the other ten I was assigned to. It'd be better if you did block me, and I did not erase anything but the Costa article which you still have to delete. Are you all talk Hatch my redneck friend?",0,0,0,0,0,0
6625c4ada3b563c6,"You masturbate to photos of Ronald Reagan, don't you? Did you know his birthday is a national holiday in Iran? No one did more for the Islamic revolution (or the Taliban for that matter)than Reagan.",1,0,0,0,1,0
c8091ad48b0a6a20,"Disaster for all social constructs!!!  
http://www.sciencemag.org/cgi/content/abstract/319/5866/1100
Damn, and I thought that nation was a social construct! What will I do now?! My world is collapsing!!!",0,0,0,0,0,0
9ff0e30625f6b511,"An SPI
You are mentioned and may have an interest in Wikipedia:Sockpuppet investigations/ChildofMidnight. Thank you,",0,0,0,0,0,0
778a364964ecd66b,"Well as I said earlier, you'd have a willing helper but... '''' talk",0,0,0,0,0,0
e21a401318e86b3f,What did you say? I can't hear you over all the piping pipers!,0,0,0,0,0,0
6ef02982238f6753,"""
 I have thought about it, and, yes, you are completely correct. I have to apologize for having been so mistaken.  No reasonable person could construe you saying """"Admin? I thought his behavior was more inline with that of a troll"""" could ever in any way implicate even suggestively to my being a troll. And I hope you will agree to use the same logic and concede that no one could think I would have dared to suggest the same of you.  """,0,0,0,0,0,0
16328f0f265314e9,who play a great role in her life but unfortunately she have to say goodbye to her best friends,0,0,0,0,0,0
308fc9e8ef806fda,"Re: User:65.120.148.3 
The only contribution from that IP today was a harmless newbie edit, not drastic vandalism that demands retribution. I agree with you that a school block is a fairly innocuous way to deal with vandalism, but in my opinion that specific report to WP:AIV did not require a block. ˉˉ╦╩",0,0,0,0,0,0
86c0bc6d4c6d214a,"VAndalism 

WHAT I DID WAS ADD LINKS?!?!?!?!
how is that vandalism",0,0,0,0,0,0
5f86f3883632483e,"Adminship - User:ABCD 

As you may remember, you rejected my nomination for adminship in January.  I have recently reapplied.  You may wish to vote here.  Thanks,  19:11, 18 Mar 2005 (UTC)",0,0,0,0,0,0
c0254b98460c479a,"Please do not disrespect Pagan Leaders 

Please Read the Article before disrespecting My People by deleting a Page about one of them.",0,0,0,0,0,0
4bebca291f29e766,"Regarding edits made during May 25 2006 (UTC) Adding unrelated external links to articles is considered vandalism. If you continue to use Wikipedia for advertising, you will be blocked from editing.   If this is an IP address, and it is shared by multiple users, ignore this warning if you were not the one who added spam links. ()(Talk)",0,0,0,0,0,0
44114b78f9025209,"That was a mistake the stupid asses at Funimation made, Bardock was never a scientist.",1,0,1,0,1,0
040a95741d7c8d91,"Non-involved people most definitely cannot understand Yeshivish. A nice example of Yeshivish is the English Yated Neeman, which can be found online at http://chareidi.shemayisrael.com . Many of their articles simply cannot be understood by a non-Jew or a non-Orthodox Jew. That is a simple fact. It is 99% English, but those few Hebrew (and Aramaic and Yiddish) words mixed in make many articles totally unreadable for the average person. I removed the disputed tag. It has been there for months and barely anything was done about the article since, so I presumed it was safe to remove it.  | (talk)",0,0,0,0,0,0
7294154ba65b153e,"Sorry about my mean message.  I just have so much contempt for smarmy people that insist on spreading their crap views as facts. You should stick to your blog, of course no one reads it but it may make u feel better and its a lot cheaper than your therapist that Obamacare no longer covers.. I wish u well and I hope u find what you're looking for soon.",0,0,0,0,0,0
21db030b365e3850,"Hi Canoe, simple copyediting doesn't require going to the sources at hand for something high level like this, and I am already familiar with the incident.  Best regards.",0,0,0,0,0,0
830e4b8f90c05514,"Entries
Do american pro wrestlers and bands count as faous people?",0,0,0,0,0,0
9e42878555574dd0,"Certainly it makes sense, if it isn't published it isn't presentedable in Wikipedia.  A good lesson to keep in mind for those who support citing unpublished, confidential documents ).   However, since Science of Survival underwent 15 or 20 reprintings, is listed by ISBN in the Library of Congress, can be purchased new or used today,  to quote a study within that book is not unreasonable.",0,0,0,0,0,0
1ad72ea9e4fe2e63,"Some pages which may help are WP:SPAM, WP:NOTE, WP:COI and WP:SOAP. These describe the main policies under which your article is unsuitable for Wikipedia.",0,0,0,0,0,0
7fd8464fcd94fd05,"""

 Pickett 

Sawyer called Pickett """"Boss"""" (Glass Ballerina) as well as """"Broken-Nose Man"""".  He only has one nickname beside his name, I would add it but I am having trouble getting it to look right.   """,0,0,0,0,0,0
a9446854894e70c0,"I'll give you this one but, I have seen Dr.doom in this game once i find the link i'll show you..",0,0,0,0,0,0
2c6e8f2c16d37d75,YOU ARE REALLY ANNOYING!!!! gO SCREW YOUR LESBIAN FRIENDS!!! nEED SOME ICE?? YOU JUST GOT BURNED!!!,1,0,1,0,1,1
e2bcad456a65061e,And thank you for your kind comments on my talkpage.,0,0,0,0,0,0
be5810f362c9f35e,"PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE 

JUST GET RID OF MY ACCOUNT ALREADY",0,0,0,0,0,0
a9e1ccc57098d698,"Thank you for the input, Plange. ) -T-C-",0,0,0,0,0,0
edff17ed1d14ec33,"""
I suspect it's more a case of a descriptor - we might call him an Independent Democrat, I guess, but that would be pushing it. It's a bit like how people ran as """"Independent Liberals"""" when there was no actual """"Liberal Party"""". I think Independent is fine. (The Ind Lab is probably because there was no Labour candidate in Oxley for some reason.)   """,0,0,0,0,0,0
9e121d88ecde42fd,Defoort was. As I believe you very well know.,0,0,0,0,0,0
d216b8aa004609dc,Have a look at this which describes how the Allies transferred German population as part of the Potsdam agreement. I'm reverting your edit. Also the one that inaccurately describes what UNGA 194 talks about.,0,0,0,0,0,0
299beabeef399351,"Rev3

Sorry, I don't mean to come off as huge jackass (fairly sizeable will do), I was working off WP:SIZE. Hope I've not been too much of a PITA.",0,0,0,0,0,0
295f6c07c13eedec,Fuck it hard in its Black ring! OOOOOOOOOOOHHHHHHHHHH YYYYYYYYYEEEEEEEEEEAAAAAAAAAAHHHHHHHH!!!!!!!,1,0,1,0,0,0
5651ec52069b19ac,"Apparently the holotype and a few potential referred specimens are housed at the AMNH:  News story about it here, maybe we could incorporate some of this into the article . I'm not sure if it's on display or not, or if any of the various small NJ museums would have casts or something.",0,0,0,0,0,0
f78e03980264cd93,"""

 yum 

  this is 4 u
   """,0,0,0,0,0,0
fde0972252366ec5,There! I fixed your references and tidied up the article. Please check to make sure I didn't make any mistakes in what the article says. It is probably ready for submission now.,0,0,0,0,0,0
01255d36462a328c,"""

 Yobot: incorrect DEFAULTSORT 

Hi, Yobot  an incorrect DEFAULTSORT. It's puzzling as to why it didn't recognize the article as being about a person. Among other clues, it included birth and death dates at the top, as well as a  (which Yobot substituted to additionally include the correct DEFAULTSORT).  • XAЯAbИAM """,0,0,0,0,0,0
d51f0a4d9059bef4,One registered user was serially replacing the article with SOS messages asking to be blocked permanently. I trundled off to the Help desk to pass the potato. —,0,0,0,0,0,0
df4987a83f5d6216,"March 2006 (UTC)

I agree, it is all link SPAM!  No external links should rederect to message boards! 15:28, 19",0,0,0,0,0,0
6d91d4a43bf94aec,"It's no problem at all. Newcomers are always welcome here, and on that note let me officially welcome you:

Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!   (Talk)",0,0,0,0,0,0
6b9c8349a2423be1,"""

Namemove
This was moved from Alex Jones (journalist) to Alex Jones (radio). i object to this. It should be Alex Jones, period, since he is the most known Alex Jones. See article Ali, Umar and Muhammad, we dont have Muhammad (prophet). Also, changing from """"Journalist"""" to """"Radio"""" is impiying he is not known as a Journalist, but rather as a radio perosnality, and that is false. A bad faith move in my view. """,0,0,0,0,0,0
8f961198f4f0540e,"EDIT: Is it OK to link this? I'm asking because I now realized it shows his place of being. I found this via Google search looking at his political background checks and stumbled across this site via governmental searches to improve the article. I don't know if it is, if it's not OK then maybe ref delete it, but I am honestly not trying to out him. Anyway, I haven't read the article itself yet( I was going to afterwords) but I wanted to know if it was OK to insert this.(OK I just read it and it doesn't say anything about it) so if this is OK, maybe. My gut feeling it's not OK, but I wanted to know if it was so I took it to the talk page. If anyone thinks it's not, then edit out the link.",0,0,0,0,0,0
3d5ca90dd34bfe0a,"Seriously? 

You really think this is a good precedent? I'll defer to you on this one, but...ooh. I gotta say, this one made me squirm a little.",0,0,0,0,0,0
9c9ce91d57e5eac7,"""

 ArbCom 

Hi, Michael.  Your post, """"Response by Matt Lewis"""", seems to be missing an important bit.  It says: """"This user has resigned from the WIkipedia because of this issue, and with respect to Scolaire, I mus."""" I presume it was meant to read """"I must..."""", so if nothing else I would need to know what the rest of it was, so as to know if I need to respond.  Thanks.   """,0,0,0,0,0,0
a1884e9d36a72bf0,"Right after your question archived (I think it's set for 7 days on WP:RDMA) the Daily Telegraph reader opened a new section with their answer.  I added links to each section pointing to the other, and also added a link to your user page in the new section in an effort to call it to your attention (as I think such an action was supposed to generate a notification).  The new section just archived, so I updated the link to it from the old section, and at the same time noticed that you hadn't chimed in, prompting my note.
There is some discussion in new section about whether, under any calendar, two consecutive Feb 29 full moons would ever occur exactly 823 years apart, but whatever the spread, the average number will be close enough to 823 years that it seems very likely to be the source of the story you read.  ToE",0,0,0,0,0,0
7e608b4dfb06909c,All my worst fears about this website confirmed. Content; pah. Just an extendable cog.,0,0,0,0,0,0
9d554f19e7221d9c,"""

""""""""Look, i said im sory, i wan to gain the trust and respect of the wikipedia community

i love wiki and it makes me wa to see me blocked   plz undo my i'll be ur best friend...

yea?""",0,0,0,0,0,0
